x__0,x__1,x__2,x__3,x__4,x__5,x__6,x__7,x__8,x__9,x__10,x__11,x__12,x__13,x__14,x__15,x__16,x__17,x__18,x__19,y
39,62,586,36,57,383,32,35,5,64,539,68,377,62,65,35,11,29,42,36,23
21,35,57,21,39,13,35,57,61,5,628,379,544,42,45,37,33,40,39,63,53
5,64,9,10,67,9,63,53,23,675,427,279,40,43,147,36,57,427,279,285,293
205,10,652,444,565,649,479,36,23,675,399,222,42,411,9,62,674,459,627,59,284
357,297,68,395,272,36,395,7,64,512,268,40,512,31,53,21,29,675,285,357,297
36,23,10,674,106,74,112,100,88,113,43,15,32,21,35,285,57,481,42,61,6
357,10,270,7,64,129,400,674,474,261,178,5,35,5,64,285,357,42,682,205,10
679,660,43,677,675,676,679,674,325,263,61,63,43,159,5,36,23,10,677,675,676
17,27,10,674,279,297,42,164,248,36,23,675,61,6,17,27,674,427,145,279,297
402,423,279,674,367,351,279,39,38,42,504,297,10,136,69,36,5,53,23,675,677
151,42,146,40,104,97,126,91,94,93,68,21,39,15,65,44,39,62,39,5,37
10,233,15,232,65,64,57,42,36,4,32,35,674,509,54,512,35,29,57,42,68
323,40,277,5,36,23,41,675,402,423,501,157,43,315,199,42,25,5,36,674,25
534,634,40,43,285,357,43,5,53,25,69,675,17,6,5,6,17,37,68,499,510
29,29,31,10,624,18,21,35,11,29,297,430,43,674,91,95,111,75,325,518,42
29,82,97,104,30,27,6,36,23,675,17,42,163,250,68,585,56,44,674,427,279
417,614,36,43,281,10,545,182,40,2,223,207,23,64,3,37,5,6,570,555,68
39,5,37,356,5,53,23,675,57,21,133,185,444,36,4,65,44,674,354,63,10
504,10,474,261,679,151,491,475,142,634,68,216,56,35,5,64,73,71,114,126,88
37,356,5,53,23,675,57,21,133,185,444,36,4,65,44,674,354,63,10,465,13
285,293,297,478,42,238,432,473,40,306,23,64,481,293,297,478,42,238,432,473,43
21,29,675,175,315,174,516,141,40,481,285,199,43,4,63,53,25,69,675,36,23
38,6,25,67,29,21,39,69,35,3,37,10,69,44,64,364,442,68,13,22,9
567,42,357,315,199,42,529,428,36,23,675,417,614,102,128,109,122,325,249,600,233
674,29,37,7,651,450,40,39,32,35,36,57,674,478,11,35,5,15,64,497,68
21,57,39,13,39,32,35,5,53,25,69,675,285,357,623,215,42,134,151,144,151
81,103,120,40,637,21,35,134,636,57,652,323,40,228,21,13,39,63,53,21,29
69,39,476,269,36,21,60,6,9,675,149,279,297,37,42,238,82,126,672,238,239
35,5,64,207,68,356,5,32,11,63,164,32,35,402,423,68,275,7,35,13,30
35,11,53,21,29,10,674,27,65,37,239,22,13,62,5,246,400,40,39,63,392
40,21,35,364,564,68,616,50,35,215,15,44,349,24,599,242,230,400,42,231,351
37,674,10,69,44,66,6,40,57,10,69,44,65,39,5,45,37,674,10,69,44
262,264,587,659,42,568,454,40,637,67,64,458,215,68,83,110,128,97,23,64,148
42,685,205,152,131,10,545,182,156,415,68,37,32,35,5,53,23,675,36,23,10
279,297,36,43,674,138,292,42,499,510,36,57,674,309,285,111,126,78,42,499,510
675,285,357,297,68,287,56,35,54,29,62,674,134,42,137,43,568,9,65,35,5
675,4,39,29,29,31,10,147,402,2,10,69,44,32,29,62,267,67,65,64,3
675,27,21,35,285,357,297,68,395,272,36,395,7,64,512,268,40,512,31,53,21
43,279,297,42,276,36,478,53,65,35,674,279,297,42,137,40,229,183,21,53,21
68,383,32,35,5,53,23,675,239,22,638,5,400,43,36,11,39,13,35,57,674
379,544,10,270,7,29,42,43,500,9,36,23,675,21,9,21,674,17,42,396,220
27,65,10,36,11,39,5,39,62,143,460,42,285,241,15,384,300,321,40,477,69
444,565,195,318,40,481,285,315,43,4,63,53,25,69,9,62,674,481,293,297,478
398,521,57,285,293,10,179,158,39,268,238,10,277,5,3,675,37,5,6,17,37
61,63,57,299,5,36,23,675,114,96,71,70,40,663,10,65,35,5,64,674,169
499,510,36,57,297,158,10,37,65,53,23,10,674,27,65,43,504,29,31,10,399
42,8,9,16,30,32,29,17,37,350,65,39,5,61,6,40,21,35,13,30,19
4,39,29,29,31,43,467,469,39,516,141,68,217,31,378,5,35,17,42,268,40
62,267,67,65,64,3,37,356,7,64,42,43,674,17,65,53,36,4,39,29,29
65,29,62,674,2,427,145,674,42,674,279,297,675,675,675,3,37,519,7,64,42
587,506,36,679,676,675,683,671,40,39,63,53,23,675,27,42,181,674,499,510,543
13,36,21,60,6,675,10,674,21,9,21,674,408,326,674,427,145,219,505,279,133
632,42,105,72,76,100,70,674,517,677,146,541,40,39,65,29,42,36,23,675,147
38,385,139,421,636,57,526,67,63,53,23,9,62,674,545,182,156,415,43,677,326
675,2,358,293,43,279,297,53,36,674,290,43,498,279,53,36,3,36,61,5,37
15,36,43,4,63,53,25,69,675,293,166,68,656,15,64,37,570,32,35,57,410
497,68,608,40,150,15,64,17,37,30,37,674,67,29,21,43,500,170,21,35,5
9,62,674,169,545,371,59,327,507,260,42,61,6,39,476,269,36,293,166,42,501
297,43,109,126,93,116,128,36,21,29,675,285,357,297,40,9,12,62,24,674,476
81,68,23,64,146,37,90,126,68,23,64,146,40,195,9,65,35,11,53,21,29
356,363,36,43,4,63,53,25,69,675,106,74,112,100,88,113,43,338,541,10,338
497,68,608,40,33,15,35,57,62,5,29,5,675,279,297,36,297,48,167,174,37
56,40,162,562,68,383,32,35,233,664,181,68,454,56,64,177,241,10,4,63,53
40,463,63,53,21,29,21,674,98,114,87,95,71,94,81,104,72,76,123,126,87
563,9,37,570,7,44,674,399,21,5,167,174,37,43,85,87,95,113,37,85,87
64,9,43,195,9,63,53,25,69,10,674,406,61,63,57,285,357,42,628,379,544
259,512,279,219,297,630,10,136,69,36,5,53,23,675,31,39,54,40,427,145,279
279,297,40,183,64,411,468,36,23,36,40,646,65,29,357,315,199,10,287,53,32
674,427,279,107,120,126,98,10,53,32,29,13,620,479,21,39,5,134,483,36,57
43,677,326,4,65,44,220,195,36,21,60,6,675,293,166,37,678,680,411,636,24
478,9,23,17,37,42,36,11,39,5,285,357,42,658,548,460,282,10,652,323,40
43,487,32,35,8,62,65,39,5,37,356,5,53,23,675,57,21,133,185,444,36
221,134,522,344,42,147,402,57,533,5,35,5,64,37,43,665,11,36,23,675,17
61,6,37,489,570,21,29,475,480,42,129,33,43,674,17,42,677,485,133,605,21
68,21,39,15,65,44,39,62,39,5,37,356,32,35,5,53,23,675,148,142,36
146,37,537,10,32,35,5,29,5,37,5,6,146,57,277,5,36,23,675,31,60
13,674,285,285,432,315,10,478,53,65,674,97,81,68,23,64,146,37,90,126,68
23,675,417,614,102,128,109,122,325,249,600,233,600,541,42,111,120,120,127,118,87
148,142,68,21,35,8,63,674,545,182,156,415,68,232,345,23,64,438,200,10,4
21,29,675,27,42,628,378,579,664,10,185,444,39,57,42,36,4,64,17,37,68
481,285,315,43,4,63,53,25,69,9,62,674,481,293,297,478,152,131,40,179,503
29,42,36,23,675,147,402,427,145,279,297,36,43,674,138,292,42,499,510,36,57
45,37,63,4,29,63,40,9,9,64,259,598,596,381,43,326,636,681,676,676,130
21,53,5,53,21,29,675,17,42,432,315,43,394,456,10,57,29,62,21,29,57
675,31,39,54,40,427,145,279,297,475,505,679,660,43,677,675,676,679,674,325,263
64,497,68,608,40,33,15,35,57,62,5,29,5,675,279,297,36,297,48,167,174
325,263,61,63,43,159,5,36,23,10,677,675,676,61,63,43,666,5,674,17,42
13,39,63,53,23,675,299,173,534,475,10,545,156,68,679,326,40,21,61,6,37
42,682,205,10,652,444,565,649,479,36,23,675,399,222,42,411,9,62,674,459,627
65,29,37,8,63,674,10,69,44,32,35,57,27,65,10,185,444,40,267,67,65
10,2,342,285,43,658,10,361,5,9,62,3,37,5,6,308,584,68,416,11,674
31,42,10,69,44,63,68,674,38,6,28,549,195,10,217,31,378,13,29,56,30
36,23,10,674,301,644,40,43,27,69,39,17,37,43,4,63,53,25,69,675,534
23,675,53,29,43,341,146,29,31,42,178,11,400,441,517,36,674,534,238,543,36
10,297,478,30,32,29,17,66,674,285,357,297,37,5,6,297,253,43,17,42,134
445,182,9,62,679,445,182,53,36,43,674,169,545,273,677,146,341,29,63,10,381
62,39,13,39,63,674,279,11,39,596,381,10,9,9,32,35,5,53,23,675,147
681,676,676,130,188,37,570,67,65,35,5,53,23,675,17,65,9,62,680,326,636
36,36,674,454,300,490,40,605,63,35,5,39,5,42,43,676,445,182,169,545,674
44,220,195,36,21,60,6,675,293,166,37,678,680,411,636,24,32,37,129,535,40
42,568,454,40,637,67,64,458,215,68,83,110,128,97,23,64,148,527,54,57,4
478,54,194,23,29,56,42,497,68,608,40,150,15,64,17,37,30,37,674,67,29
158,40,43,409,249,279,674,402,423,279,674,367,351,279,39,38,42,504,297,10,136
630,634,127,499,510,505,634,43,677,681,146,42,6,31,677,146,674,446,151,534,634
134,483,36,23,675,17,65,53,36,4,39,29,400,43,444,568,42,4,64,497,68
31,403,13,451,34,11,674,73,74,107,83,72,97,42,436,520,68,388,433,21,674
42,400,10,183,63,59,23,5,279,297,40,43,667,232,279,674,313,431,279,674,347
326,636,42,402,423,42,101,76,121,109,120,121,88,113,393,653,42,624,506,36,481
40,195,9,65,35,11,53,21,29,675,649,479,440,157,263,518,457,152,344,534,238
23,9,62,674,281,10,545,182,40,2,229,208,23,64,3,37,570,6,50,11,39
36,23,36,40,646,65,29,357,315,199,10,287,53,32,35,5,53,23,675,501,157
675,399,222,42,411,9,62,674,459,627,59,284,523,39,38,674,652,444,565,649,479
77,99,92,127,97,124,126,97,36,608,40,33,15,29,207,68,402,423,40,383,31
42,195,632,42,105,72,76,100,70,674,517,677,146,541,40,39,65,29,42,36,23
17,17,53,36,426,29,43,24,36,23,675,36,23,10,674,189,658,36,133,444,183
11,35,5,15,53,23,675,4,39,29,400,40,43,674,427,279,107,120,126,98,10
36,23,675,545,156,421,636,68,677,326,221,40,333,44,23,17,37,43,423,341,40
686,586,57,588,50,29,17,37,10,39,9,32,29,9,62,674,181,559,499,510,37
36,23,675,570,32,35,8,11,53,23,10,674,427,145,279,297,43,275,218,37,277
126,91,94,93,68,21,39,15,65,44,39,62,39,5,37,356,32,35,5,53,23
473,61,63,159,5,396,294,36,23,675,285,357,297,630,634,127,499,510,505,634,43
674,134,42,137,43,568,9,65,35,5,39,5,591,30,62,15,36,21,29,675,38
15,36,39,13,674,285,285,432,315,10,478,53,65,674,97,81,68,23,64,146,37
36,23,675,61,6,17,27,674,427,145,279,297,49,675,474,261,674,402,423,43,309
11,29,297,430,43,674,91,95,111,75,325,518,42,501,157,36,21,29,675,175,315
490,373,209,57,372,226,13,674,77,99,92,61,63,57,299,5,36,23,675,114,96
40,43,23,14,40,73,74,107,434,525,21,35,5,64,36,21,60,6,686,101,94
62,674,169,545,371,59,327,507,260,42,61,6,39,476,269,36,293,166,42,501,157
44,39,62,39,13,39,63,674,279,11,39,596,381,10,9,9,32,35,5,53,23
63,203,36,23,675,161,57,374,198,68,233,15,29,13,39,15,65,44,674,22,32
297,630,68,642,13,149,297,630,36,43,674,285,293,42,183,63,40,13,19,43,677
64,68,345,39,13,39,63,53,23,675,2,161,68,355,65,64,3,37,5,6,106
21,35,340,10,62,24,674,549,195,42,338,19,68,583,56,674,392,7,238,32,35
421,40,67,29,32,35,2,678,205,42,271,3,68,604,7,53,25,69,675,147,326
43,674,232,63,588,50,42,624,506,36,674,301,644,40,208,302,541,42,481,293,297
2,481,293,179,158,42,297,630,674,297,505,43,149,40,564,341,29,62,24,674,475
39,19,39,15,65,44,39,62,39,13,39,63,674,279,11,39,596,381,10,9,9
435,515,42,628,379,68,615,62,65,674,285,357,42,636,40,279,11,39,432,315,10
285,357,449,473,43,634,421,40,67,29,32,35,2,678,205,42,271,3,68,604,7
25,69,675,549,608,42,79,116,121,70,40,208,7,303,142,127,545,182,68,17,39
461,146,478,40,315,199,10,4,64,17,37,10,198,404,21,53,21,29,675,398,505
540,7,64,567,42,357,315,199,42,529,428,36,23,675,417,614,102,128,109,122,325
351,279,39,38,42,504,297,10,136,69,36,5,53,23,675,677,675,676,61,63,57
43,285,357,40,628,379,544,10,4,63,53,25,69,36,21,29,9,62,674,638,6
631,563,40,39,32,35,5,53,23,675,27,65,43,37,35,57,435,515,39,165,36
40,36,43,39,13,674,27,6,5,6,45,37,46,37,68,209,15,64,29,56,40
675,422,497,68,453,56,35,674,61,27,42,134,483,40,57,661,46,194,21,35,13
279,40,657,339,32,35,622,297,21,29,481,285,297,478,68,343,32,35,5,64,42
215,68,83,110,128,97,23,64,148,527,54,57,4,63,53,23,675,422,497,68,453
62,36,23,675,285,293,43,293,38,57,42,37,11,9,62,2,9,67,5,5,3
5,6,543,268,42,285,357,40,43,674,27,6,5,6,634,411,636,169,545,68,458
40,540,305,10,369,63,512,33,42,36,23,9,62,675,285,293,297,478,10,481,293
29,31,57,5,53,23,675,4,39,29,29,31,42,10,69,44,63,68,674,38,6
624,18,21,35,5,53,23,675,29,37,7,498,411,636,36,57,293,166,43,549,195
379,40,61,32,35,194,478,473,10,132,10,64,42,43,662,5,443,56,64,17,37
146,636,10,275,7,35,5,13,57,42,39,42,36,674,147,557,7,35,5,64,207
42,45,37,33,36,23,675,297,630,40,8,5,35,8,61,27,678,676,671,42,285
3,37,5,7,44,674,617,9,65,64,9,62,674,30,27,6,36,23,675,39,26
17,37,68,4,39,29,29,31,43,487,32,35,8,62,65,39,5,37,356,5,53
279,133,444,183,579,253,659,10,489,566,21,674,285,293,297,478,37,461,146,478,40
300,490,40,605,63,35,5,39,5,42,43,676,445,182,169,545,674,488,182,169,545
279,285,293,10,301,602,490,40,183,65,24,674,149,279,297,42,285,293,42,54,40
9,675,149,279,297,37,42,238,82,126,672,238,239,82,126,105,673,36,427,279,42
68,489,21,53,21,29,675,17,65,53,36,4,39,29,29,31,10,624,18,21,35
40,267,67,65,39,5,501,157,10,4,39,29,29,31,68,343,32,35,5,53,23
563,43,4,63,53,25,69,675,427,279,40,43,462,276,484,297,59,259,644,144,460
82,126,672,238,239,82,126,105,673,36,427,279,42,481,293,297,478,43,57,35,53
43,650,291,23,64,17,37,674,38,65,57,549,480,40,628,50,64,61,6,40,39
481,357,43,184,160,42,677,675,680,671,21,9,545,182,156,415,68,232,345,21,35
37,559,164,23,64,61,6,40,39,63,53,21,29,675,581,341,541,42,685,205,152
129,535,40,624,18,21,35,5,53,23,675,29,37,7,498,411,636,36,57,293,166
82,87,97,10,666,13,39,63,53,23,675,299,173,534,475,10,545,156,68,679,326
182,514,42,396,57,277,13,674,319,419,23,65,44,449,610,490,304,405,40,183,260
23,14,40,73,74,107,434,525,21,35,5,64,36,21,60,6,686,101,94,97,131
39,26,39,62,674,481,357,42,167,174,37,369,536,42,61,19,43,129,551,21,35
36,23,21,674,185,490,373,209,57,372,226,13,674,77,99,92,61,63,57,299,5
27,65,37,239,22,13,62,5,246,400,40,39,63,392,383,21,35,13,65,64,153
68,597,56,64,29,56,40,36,43,39,13,674,27,6,5,6,45,37,46,37,68
32,35,622,297,21,29,481,285,297,478,68,343,32,35,5,64,42,43,674,38,69
123,128,113,10,33,13,61,6,40,39,63,53,21,29,675,417,614,36,43,281,10
120,127,118,87,106,84,72,19,69,10,402,423,68,574,65,35,2,285,293,395,545
4,64,17,37,68,4,39,29,29,31,43,487,32,35,8,62,65,39,5,37,356
64,37,17,66,36,39,62,674,38,17,36,57,478,11,35,5,15,53,23,675,4
297,37,5,6,297,253,36,23,675,42,31,40,86,74,126,92,128,499,510,37,247
40,21,61,6,37,489,570,21,29,475,480,42,129,33,43,674,17,42,677,485,133
10,674,285,293,233,664,478,42,175,315,174,42,400,10,481,293,233,664,478,61,63
608,40,33,15,35,57,62,5,29,5,675,279,297,36,297,48,167,174,37,43,674
7,53,21,29,675,27,42,37,8,63,674,277,13,42,290,29,31,43,674,293,38
543,268,42,285,357,40,43,674,27,6,5,6,634,411,636,169,545,68,458,479,21
674,4,39,29,10,29,42,210,207,42,369,428,36,43,39,13,674,476,269,42,8
68,21,39,13,35,23,55,61,6,40,23,64,29,56,36,23,675,89,81,103,120
3,37,452,68,9,15,674,605,68,335,32,339,64,17,37,68,674,364,442,42,190
659,42,427,219,279,43,677,675,678,685,674,417,666,10,655,280,266,279,42,677,675
675,417,614,102,128,109,122,325,249,600,233,600,541,42,111,120,120,127,118,87,106
65,29,357,315,199,10,287,53,32,35,5,53,23,675,501,157,40,194,65,44,674
21,29,675,285,357,297,40,9,12,62,24,674,476,269,297,674,362,267,297,674,645
478,10,481,293,297,478,61,63,238,432,21,40,13,5,42,43,674,481,293,233,664
567,68,531,306,40,636,626,7,53,25,69,675,549,195,68,57,32,37,57,279,196
5,64,21,9,4,63,53,25,69,675,147,42,285,357,57,504,29,31,42,411,151
37,57,37,402,423,36,197,42,73,71,114,126,88,107,94,81,87,97,70,42,329
13,30,19,5,675,486,398,218,68,355,65,64,349,563,43,4,63,53,25,69,675
44,449,610,490,304,405,40,183,260,36,11,53,23,10,674,676,445,182,9,62,679
68,611,56,64,17,37,40,39,63,462,276,40,426,35,5,64,285,357,57,277,5
43,674,79,116,121,70,37,303,332,68,135,512,23,64,17,37,43,652,323,40,257
42,61,6,40,620,63,23,10,63,40,8,311,68,569,32,35,5,29,42,40,449
29,42,43,394,330,36,23,675,17,65,53,36,42,61,6,40,509,54,512,35,29
10,617,297,674,678,146,10,176,297,193,195,68,233,15,53,21,29,675,17,42,142
29,675,53,29,492,66,6,143,631,42,645,302,541,36,4,64,395,385,674,502,313
27,69,39,17,37,43,4,63,53,25,69,675,534,238,543,285,357,43,481,357,37
35,5,64,37,17,66,43,165,276,36,23,675,53,29,43,341,146,29,31,42,178
415,68,232,345,21,35,5,53,25,69,675,402,423,42,481,357,43,567,40,39,32
43,498,279,53,36,3,36,61,5,37,540,7,64,567,42,357,315,199,42,529,428
163,303,10,2,342,285,43,658,10,361,5,9,62,3,37,5,6,308,584,68,416
232,64,42,36,4,65,44,674,161,42,253,659,57,4,63,53,25,69,675,53,24
676,445,182,9,62,679,445,182,53,36,43,674,169,545,273,677,146,341,29,63,10
37,21,35,178,5,35,5,64,51,37,69,38,42,285,357,43,438,200,68,266,1
651,450,40,39,32,35,36,57,674,478,11,35,5,15,64,497,68,608,40,33,15
61,6,40,285,357,42,277,13,10,652,444,565,649,479,36,148,142,68,21,35,8
218,10,27,65,68,453,56,29,9,62,36,23,675,570,32,35,8,11,53,23,10
17,65,53,36,42,61,6,40,509,54,512,35,29,146,10,549,195,42,8,633,68
65,39,5,45,37,46,37,68,597,56,64,29,56,40,36,43,39,13,674,27,6
5,17,37,674,53,29,43,650,291,23,64,17,37,674,38,65,57,549,480,40,628
592,199,21,35,5,64,9,62,36,23,675,27,65,40,309,293,218,501,157,36,43
238,239,82,126,105,673,36,427,279,42,481,293,297,478,43,57,35,53,23,675,427
15,64,29,56,40,164,32,35,13,30,19,5,675,27,21,35,340,10,62,24,674
293,43,674,549,195,10,369,536,10,5,5,17,37,59,674,427,279,478,36,4,64
45,37,46,37,68,209,15,64,29,56,40,164,32,35,13,30,19,5,675,27,21
269,42,8,9,16,30,32,29,17,37,350,65,39,5,61,6,40,21,35,13,30
15,64,497,68,608,40,33,15,35,57,62,5,29,5,675,279,297,36,297,48,167
63,53,23,675,299,173,534,475,10,545,156,68,679,326,40,21,61,6,37,489,570
9,686,402,423,36,299,173,534,475,43,545,182,156,415,68,679,326,40,333,44,27
233,664,21,35,5,64,17,37,40,39,63,53,23,675,517,679,40,674,680,326,201
23,10,674,259,450,42,277,396,459,57,27,42,394,456,68,392,383,21,35,11,29
276,484,297,59,259,644,144,460,674,259,187,42,262,264,587,659,42,568,454,40,637
36,21,29,675,27,21,35,285,357,297,68,395,272,36,395,7,64,512,268,40,512
285,315,43,4,63,53,25,69,9,62,674,481,293,297,478,152,131,40,179,503,39
145,279,297,49,675,474,261,674,402,423,43,309,293,666,669,218,37,133,413,451,40
57,42,36,4,32,35,674,509,54,512,35,29,57,42,68,549,195,10,233,15,232
42,40,674,285,293,297,478,43,519,7,40,607,606,23,64,42,36,21,60,6,9
91,126,40,37,32,35,43,631,563,30,10,674,402,423,40,43,470,637,168,36,21
21,35,13,65,64,279,146,68,592,199,21,35,5,64,9,62,36,23,675,27,65
27,42,37,8,63,674,277,13,42,290,29,31,43,674,293,38,57,39,62,586,36
66,674,285,357,297,37,5,6,297,253,43,17,42,134,40,4,63,53,25,69,36
40,43,674,27,6,5,6,634,411,636,169,545,68,458,479,21,35,5,64,146,57
612,21,29,142,154,10,4,63,53,21,29,675,208,302,541,42,481,293,297,478,43
53,23,675,678,676,677,682,326,331,42,297,430,265,423,588,429,40,61,65,44,680
237,508,42,96,128,91,10,674,285,293,233,664,478,42,175,315,174,42,400,10,481
17,37,36,43,39,13,674,17,65,53,36,586,57,564,29,17,37,42,39,5,497
96,126,40,441,5,36,678,485,491,40,308,19,9,32,29,42,36,23,10,674,474
21,39,13,35,57,61,5,628,379,544,42,45,37,33,40,39,63,53,21,29,675
232,65,64,57,42,36,4,32,35,674,509,54,512,35,29,57,42,68,549,195,10
37,68,209,15,64,29,56,40,164,32,35,13,30,19,5,675,27,21,35,340,10
239,22,425,154,36,481,357,136,54,40,624,212,447,23,64,53,36,178,13,9,674
62,24,674,475,314,521,57,398,521,57,285,293,10,179,158,39,268,238,10,277,5
37,68,453,56,64,356,363,36,23,675,4,39,29,400,68,343,31,233,15,35,5
297,478,386,642,43,2,427,279,368,513,3,10,252,7,64,325,518,42,475,353,40
37,42,39,5,497,68,478,54,194,23,29,56,42,497,68,608,40,150,15,64,17
166,68,656,15,64,37,570,32,35,57,410,636,30,15,656,15,35,420,412,43,129
128,81,122,10,4,64,37,542,11,53,21,29,675,67,29,21,10,297,478,30,32
207,37,68,674,359,53,65,39,5,45,37,46,37,68,597,56,64,29,56,40,36
423,341,40,285,357,10,419,69,36,5,64,17,37,39,42,36,21,60,6,9,686
99,108,79,126,59,91,126,110,126,10,39,9,32,29,411,151,40,43,674,418,528
427,145,279,297,481,285,186,239,229,482,381,341,475,142,127,204,297,634,240,36,674
513,3,10,252,7,64,325,518,42,475,353,40,231,23,64,37,593,244,68,489,21
123,126,87,57,253,659,218,19,65,64,61,6,40,39,63,53,21,29,675,406,42
354,63,36,21,29,675,297,253,40,57,109,126,93,116,128,10,4,63,53,23,675
13,61,6,40,39,63,53,21,29,675,417,614,36,43,281,10,545,182,40,2,223
68,674,38,6,28,549,195,10,217,31,378,13,29,56,30,15,40,164,67,39,5
21,53,23,675,17,65,43,259,157,594,251,42,285,357,449,473,61,63,159,5,396
297,478,37,461,146,478,40,315,199,10,4,64,17,37,10,198,404,21,53,21,29
679,445,182,42,421,636,42,545,182,392,389,68,21,39,13,35,23,55,61,6,40
622,297,473,43,481,293,681,681,675,682,671,674,285,293,680,684,675,678,671,37,683
64,17,37,10,493,306,490,40,309,39,13,39,32,29,42,43,285,357,40,37,32
369,536,42,315,36,43,4,63,53,25,69,675,2,358,293,43,279,297,53,36,674
43,212,178,425,154,10,361,23,12,64,9,62,36,23,675,679,445,182,152,131,43
297,674,362,267,297,674,645,302,297,39,38,19,53,20,53,39,399,21,5,195,632
236,40,239,357,365,541,43,5,29,42,686,586,57,588,50,29,17,37,10,39,9
364,442,68,13,22,9,65,64,45,37,29,31,57,5,53,23,675,4,39,29,29
68,297,478,40,608,40,33,15,35,57,62,6,17,37,17,27,10,674,279,297,42
5,39,5,42,43,295,261,21,35,5,39,5,42,37,239,22,36,23,675,504,10
320,19,69,43,679,326,57,156,69,30,62,474,268,40,370,65,39,5,37,570,53
674,181,559,499,510,37,5,6,57,42,10,4,63,53,25,69,675,36,23,9,62
9,3,37,572,9,65,35,674,2,290,42,539,68,377,62,39,5,61,6,40,21
53,65,64,553,5,285,357,57,5,53,23,675,27,6,39,64,37,17,42,61,6
40,441,5,36,678,485,491,40,308,19,9,32,29,42,36,23,10,674,474,261,43
65,39,5,674,37,5,6,543,268,42,285,357,40,43,674,27,6,5,6,634,411
2,223,207,23,64,3,37,5,6,570,555,68,164,6,42,43,70,73,97,40,39
40,481,285,199,43,4,63,53,25,69,675,36,23,10,674,279,297,40,183,64,411
65,39,5,501,157,10,4,39,29,29,31,68,343,32,35,5,53,23,675,27,21
42,432,315,43,394,456,10,57,29,62,21,29,57,42,36,23,10,674,259,450,42
43,279,142,36,23,674,27,65,68,57,37,40,540,305,10,369,63,512,33,42,36
5,146,57,29,13,19,69,5,53,23,21,634,15,65,44,5,5,37,57,640,63
64,285,357,57,277,5,37,356,5,53,23,675,402,423,36,43,549,195,42,207,68
626,6,360,54,59,257,651,68,383,32,35,5,53,23,675,239,22,638,5,400,43
149,40,564,341,29,62,24,674,475,314,521,57,398,521,57,285,293,10,179,158,39
249,279,674,402,423,279,674,367,351,279,39,38,42,504,297,10,136,69,36,5,53
37,5,6,42,43,674,232,63,588,50,42,624,506,36,674,301,644,40,208,302,541
21,13,214,552,21,35,5,13,297,253,10,4,63,53,23,675,285,357,297,43,109
43,500,9,36,23,675,21,9,21,674,17,42,396,220,326,636,42,402,423,42,101
23,65,44,449,610,490,304,405,40,183,260,36,11,53,23,10,674,676,445,182,9
57,5,53,23,675,4,39,29,29,31,42,10,69,44,63,68,674,38,6,28,549
23,675,545,156,137,42,285,357,57,674,184,13,42,156,543,61,63,674,621,40,677
60,6,9,675,2,38,6,25,285,42,293,30,21,3,2,21,60,25,69,285,42
10,674,4,39,29,10,29,42,210,207,42,369,428,36,43,39,13,674,476,269,42
21,5,195,632,10,478,53,65,53,21,29,675,411,151,42,275,218,10,27,65,68
638,32,29,285,357,29,31,42,8,9,16,36,23,675,53,29,328,244,39,38,36
17,37,674,529,291,21,39,5,17,37,674,53,29,43,650,291,23,64,17,37,674
679,445,182,53,36,36,674,454,300,490,40,605,63,35,5,39,5,42,43,676,445
9,62,601,587,400,334,674,33,53,63,134,151,636,148,618,63,400,334,40,275,7
674,427,145,279,297,49,675,474,261,674,402,423,43,309,293,666,669,218,37,133,413
9,65,64,9,62,674,30,27,6,36,23,675,39,26,481,293,297,478,43,427,279
21,42,61,6,39,541,68,387,479,21,674,17,42,268,40,512,29,25,29,17,37
142,154,68,115,96,122,40,21,35,289,632,77,76,122,82,19,69,37,5,6,163
325,518,42,425,154,10,397,5,33,33,4,64,61,6,40,356,67,65,10,31,36
675,427,279,40,43,674,261,402,654,259,146,395,385,674,288,310,137,19,69,57,674
101,94,97,40,194,35,5,39,5,37,553,541,43,564,35,13,65,53,25,69,675
88,113,37,5,6,285,357,623,215,36,23,10,674,106,74,112,100,88,113,43,15
36,57,427,279,285,293,10,301,602,490,40,183,65,24,674,149,279,297,42,285,293
64,17,37,10,631,563,40,39,32,35,5,53,23,675,27,65,43,37,35,57,435
652,444,565,649,479,42,146,43,545,182,156,415,0,68,232,345,23,64,17,37,10
67,32,35,147,43,101,94,97,42,411,151,30,37,5,31,403,13,451,34,11,674
10,622,55,17,37,40,61,32,35,586,10,257,64,42,36,23,9,686,172,146,42
685,205,152,131,10,545,182,156,415,68,37,32,35,5,53,23,675,36,23,10,674
357,43,438,200,68,266,1,37,559,164,23,64,61,6,40,39,63,53,21,29,675
62,3,37,452,68,9,15,674,605,68,335,32,339,64,17,37,68,674,364,442,42
60,6,9,686,184,259,219,297,630,588,429,529,428,68,185,560,21,29,398,505,494
6,59,32,35,290,68,545,35,29,9,3,37,572,9,65,35,674,2,290,42,539
37,356,7,64,42,43,674,17,65,53,36,4,39,29,29,31,42,245,258,42,476
293,43,293,38,57,42,37,11,9,62,2,9,67,5,5,3,17,37,68,421,343
126,97,57,42,315,10,4,63,53,23,675,17,42,315,43,369,536,42,315,36,43
29,56,40,164,32,35,13,30,19,5,675,27,21,35,340,10,62,24,674,549,195
