x__0,x__1,x__2,x__3,x__4,x__5,x__6,x__7,x__8,x__9,x__10,x__11,x__12,x__13,x__14,x__15,x__16,x__17,x__18,x__19,y__0,y__1,y__2,y__3,y__4,y__5,y__6,y__7,y__8,y__9,y__10,y__11,y__12,y__13,y__14,y__15,y__16,y__17,y__18,y__19
30,16,31,0,26,32,29,30,16,23,33,16,30,0,12,27,12,29,31,0,16,31,0,26,32,29,30,16,23,33,16,30,0,12,27,12,29,31,0,17
30,0,34,12,29,0,23,16,30,30,0,23,20,22,16,23,36,0,12,25,0,34,12,29,0,23,16,30,30,0,23,20,22,16,23,36,0,12,25,15
30,31,0,29,20,17,23,16,30,0,12,25,15,0,13,12,29,29,16,23,31,0,29,20,17,23,16,30,0,12,25,15,0,13,12,29,29,16,23,0
25,0,12,30,0,34,16,23,23,2,0,31,19,12,31,0,20,30,0,34,0,12,30,0,34,16,23,23,2,0,31,19,12,31,0,20,30,0,34,19
12,30,16,0,12,25,15,0,32,25,15,16,29,30,31,12,25,15,0,31,30,16,0,12,25,15,0,32,25,15,16,29,30,31,12,25,15,0,31,19
0,26,34,25,0,25,12,31,20,26,25,30,0,30,31,26,29,36,0,13,26,34,25,0,25,12,31,20,26,25,30,0,30,31,26,29,36,0,13,16
1,0,12,25,15,0,31,19,16,0,34,12,29,30,0,31,19,12,31,0,0,12,25,15,0,31,19,16,0,34,12,29,30,0,31,19,12,31,0,14
26,30,30,0,31,19,16,0,12,29,14,0,26,17,0,31,19,12,31,0,30,30,0,31,19,16,0,12,29,14,0,26,17,0,31,19,12,31,0,31
23,26,34,30,0,32,30,0,31,26,0,14,26,24,24,32,25,20,14,12,26,34,30,0,32,30,0,31,26,0,14,26,24,24,32,25,20,14,12,31
20,17,20,14,0,29,16,33,26,23,32,31,20,26,25,0,31,19,12,31,17,20,14,0,29,16,33,26,23,32,31,20,26,25,0,31,19,12,31,0
16,0,34,26,29,15,30,0,14,12,25,25,26,31,0,18,20,33,16,0,0,34,26,29,15,30,0,14,12,25,25,26,31,0,18,20,33,16,0,33
19,12,25,18,16,15,2,0,12,0,17,23,12,30,19,0,26,17,0,23,12,25,18,16,15,2,0,12,0,17,23,12,30,19,0,26,17,0,23,20
30,20,13,20,23,20,31,36,0,26,17,0,14,12,31,12,30,31,29,26,20,13,20,23,20,31,36,0,26,17,0,14,12,31,12,30,31,29,26,27
29,14,0,26,17,0,31,19,12,31,0,31,16,29,29,20,13,23,16,0,14,0,26,17,0,31,19,12,31,0,31,16,29,29,20,13,23,16,0,34
33,16,15,1,0,18,12,30,30,16,15,0,31,26,0,15,16,12,31,19,16,15,1,0,18,12,30,30,16,15,0,31,26,0,15,16,12,31,19,2
36,0,26,34,25,0,31,19,12,31,0,19,26,23,15,0,25,32,14,23,0,26,34,25,0,31,19,12,31,0,19,26,23,15,0,25,32,14,23,16
26,30,19,20,24,12,1,0,30,26,0,31,19,12,31,0,34,16,0,24,30,19,20,24,12,1,0,30,26,0,31,19,12,31,0,34,16,0,24,20
25,10,0,31,26,0,30,16,16,0,26,32,29,0,18,29,26,34,20,25,10,0,31,26,0,30,16,16,0,26,32,29,0,18,29,26,34,20,25,18
30,0,32,30,0,12,30,0,12,0,30,27,16,14,20,16,30,1,0,26,0,32,30,0,12,30,0,12,0,30,27,16,14,20,16,30,1,0,26,32
0,34,26,29,23,15,0,30,19,26,34,30,0,26,32,29,0,34,26,29,34,26,29,23,15,0,30,19,26,34,30,0,26,32,29,0,34,26,29,22
19,16,0,16,17,17,26,29,31,2,0,20,31,0,20,30,0,12,25,0,16,0,16,17,17,26,29,31,2,0,20,31,0,20,30,0,12,25,0,20
14,16,24,16,25,31,0,26,29,0,30,26,14,20,12,23,0,20,25,25,16,24,16,25,31,0,26,29,0,30,26,14,20,12,23,0,20,25,25,26
0,34,16,0,12,29,16,0,12,25,15,0,34,19,12,31,0,34,16,0,34,16,0,12,29,16,0,12,25,15,0,34,19,12,31,0,34,16,0,24
16,30,0,12,25,15,0,34,20,31,19,26,32,31,0,25,16,34,0,14,30,0,12,25,15,0,34,20,31,19,26,32,31,0,25,16,34,0,14,26
27,26,25,15,16,29,0,12,0,31,16,29,29,20,13,23,16,0,17,26,26,25,15,16,29,0,12,0,31,16,29,29,20,13,23,16,0,17,26,29
16,29,33,26,29,0,26,29,0,29,16,23,20,18,20,26,32,30,0,37,29,33,26,29,0,26,29,0,29,16,23,20,18,20,26,32,30,0,37,16
32,16,23,31,36,0,23,16,30,30,0,16,12,30,20,23,36,0,12,14,16,23,31,36,0,23,16,30,30,0,16,12,30,20,23,36,0,12,14,14
0,24,32,30,31,0,31,16,23,23,2,0,31,19,12,31,0,20,30,0,24,32,30,31,0,31,16,23,23,2,0,31,19,12,31,0,20,30,0,34
19,26,20,14,16,30,0,24,12,15,16,0,13,36,0,23,16,12,15,16,26,20,14,16,30,0,24,12,15,16,0,13,36,0,23,16,12,15,16,29
23,20,22,16,0,32,30,2,0,26,29,15,20,25,12,29,36,0,27,16,20,22,16,0,32,30,2,0,26,29,15,20,25,12,29,36,0,27,16,26
12,31,14,19,16,15,0,15,16,30,31,29,32,14,31,20,26,25,2,0,31,14,19,16,15,0,15,16,30,31,29,32,14,31,20,26,25,2,0,19
29,0,26,29,0,29,16,23,20,18,20,26,32,30,0,37,16,12,23,2,0,26,29,0,29,16,23,20,18,20,26,32,30,0,37,16,12,23,2,0
0,24,12,25,2,0,26,32,29,0,16,12,29,23,36,0,12,25,14,16,24,12,25,2,0,26,32,29,0,16,12,29,23,36,0,12,25,14,16,30
20,23,15,29,16,25,0,26,17,0,31,19,20,30,0,14,20,31,36,0,23,15,29,16,25,0,26,17,0,31,19,20,30,0,14,20,31,36,0,34
25,14,16,1,0,13,32,31,0,12,0,17,29,20,16,25,15,30,19,20,14,16,1,0,13,32,31,0,12,0,17,29,20,16,25,15,30,19,20,27
12,29,1,0,24,16,24,26,29,20,12,23,30,0,31,19,12,31,0,31,29,1,0,24,16,24,26,29,20,12,23,30,0,31,19,12,31,0,31,16
0,24,32,30,31,0,19,12,33,16,0,31,19,16,0,14,26,32,29,12,24,32,30,31,0,19,12,33,16,0,31,19,16,0,14,26,32,29,12,18
0,19,12,33,16,0,13,16,16,25,0,30,32,13,21,32,18,12,31,16,19,12,33,16,0,13,16,16,25,0,30,32,13,21,32,18,12,31,16,15
25,0,31,12,13,23,16,1,0,31,19,16,0,14,26,24,17,26,29,31,0,31,12,13,23,16,1,0,31,19,16,0,14,26,24,17,26,29,31,20
0,26,17,0,14,20,33,20,23,20,37,12,31,20,26,25,0,20,30,0,26,17,0,14,20,33,20,23,20,37,12,31,20,26,25,0,20,30,0,17
29,16,0,23,20,22,16,0,32,30,2,0,26,29,15,20,25,12,29,36,16,0,23,20,22,16,0,32,30,2,0,26,29,15,20,25,12,29,36,0
29,26,24,20,30,16,30,0,12,0,27,12,31,19,34,12,36,0,31,26,26,24,20,30,16,30,0,12,0,27,12,31,19,34,12,36,0,31,26,0
0,19,20,29,26,30,19,20,24,12,0,20,30,0,15,26,25,16,2,0,19,20,29,26,30,19,20,24,12,0,20,30,0,15,26,25,16,2,0,31
31,20,25,14,31,0,17,26,29,0,15,26,24,20,25,12,31,20,26,25,20,25,14,31,0,17,26,29,0,15,26,24,20,25,12,31,20,26,25,0
30,31,29,20,33,16,15,0,17,26,29,1,0,12,25,0,20,15,16,12,31,29,20,33,16,15,0,17,26,29,1,0,12,25,0,20,15,16,12,23
12,30,0,26,17,0,21,32,30,31,20,14,16,0,12,25,15,0,19,12,30,0,26,17,0,21,32,30,31,20,14,16,0,12,25,15,0,19,12,29
14,26,25,25,16,14,31,20,26,25,0,31,26,0,26,25,16,0,12,25,26,25,25,16,14,31,20,26,25,0,31,26,0,26,25,16,0,12,25,26
27,12,29,31,0,26,17,0,12,0,30,20,25,18,23,16,0,19,32,24,12,29,31,0,26,17,0,12,0,30,20,25,18,23,16,0,19,32,24,12
30,19,16,15,0,20,25,0,31,19,16,0,25,26,31,0,30,26,0,15,19,16,15,0,20,25,0,31,19,16,0,25,26,31,0,30,26,0,15,20
31,30,0,22,20,23,23,16,15,0,12,14,29,26,30,30,0,31,19,16,30,0,22,20,23,23,16,15,0,12,14,29,26,30,30,0,31,19,16,0
30,31,29,32,14,31,20,26,25,2,0,19,26,34,0,26,17,31,16,25,31,29,32,14,31,20,26,25,2,0,19,26,34,0,26,17,31,16,25,0
26,30,16,0,34,19,26,0,12,29,16,0,15,20,17,17,16,29,16,25,30,16,0,34,19,26,0,12,29,16,0,15,20,17,17,16,29,16,25,31
25,31,30,0,19,12,33,16,0,30,32,17,17,16,29,16,15,1,0,12,31,30,0,19,12,33,16,0,30,32,17,17,16,29,16,15,1,0,12,0
23,16,30,30,0,16,12,30,20,23,36,0,12,14,14,16,27,31,16,15,16,30,30,0,16,12,30,20,23,36,0,12,14,14,16,27,31,16,15,2
18,0,23,20,17,16,1,0,23,20,13,16,29,31,36,0,12,25,15,0,0,23,20,17,16,1,0,23,20,13,16,29,31,36,0,12,25,15,0,31
19,12,31,0,34,16,0,12,23,23,0,24,32,30,31,0,31,16,23,23,12,31,0,34,16,0,12,23,23,0,24,32,30,31,0,31,16,23,23,2
22,0,12,25,15,0,32,23,31,20,24,12,31,16,23,36,0,16,23,20,0,12,25,15,0,32,23,31,20,24,12,31,16,23,36,0,16,23,20,24
19,0,13,26,25,15,30,0,26,17,0,14,26,24,24,16,29,14,16,0,0,13,26,25,15,30,0,26,17,0,14,26,24,24,16,29,14,16,0,12
0,31,19,16,0,30,31,12,29,31,0,26,17,0,26,32,29,0,26,34,31,19,16,0,30,31,12,29,31,0,26,17,0,26,32,29,0,26,34,25
31,19,16,0,24,20,15,15,23,16,0,26,17,0,31,19,20,30,0,14,19,16,0,24,20,15,15,23,16,0,26,17,0,31,19,20,30,0,14,20
26,30,2,0,13,32,31,0,31,19,26,30,16,0,30,12,24,16,0,15,30,2,0,13,32,31,0,31,19,26,30,16,0,30,12,24,16,0,15,20
15,29,16,25,0,12,0,15,20,17,17,16,29,16,25,31,0,30,31,26,29,16,25,0,12,0,15,20,17,17,16,29,16,25,31,0,30,31,26,29
12,29,30,0,17,29,26,24,0,34,26,26,15,1,0,32,30,16,15,0,29,30,0,17,29,26,24,0,34,26,26,15,1,0,32,30,16,15,0,31
27,23,12,14,16,1,0,31,26,0,19,20,29,26,30,19,20,24,12,11,23,12,14,16,1,0,31,26,0,19,20,29,26,30,19,20,24,12,11,0
19,16,0,24,16,12,25,30,0,31,26,0,15,16,17,16,25,15,0,26,16,0,24,16,12,25,30,0,31,26,0,15,16,17,16,25,15,0,26,32
19,16,0,29,12,15,20,14,12,23,0,12,25,15,0,25,16,14,16,30,16,0,29,12,15,20,14,12,23,0,12,25,15,0,25,16,14,16,30,30
30,26,24,16,0,7,3,0,24,20,23,23,20,26,25,0,27,16,26,27,26,24,16,0,7,3,0,24,20,23,23,20,26,25,0,27,16,26,27,23
12,20,25,2,0,30,26,24,16,0,15,12,36,0,31,19,16,0,33,26,20,25,2,0,30,26,24,16,0,15,12,36,0,31,19,16,0,33,26,20
18,12,30,12,22,20,0,12,29,16,0,22,25,26,34,25,0,25,26,31,12,30,12,22,20,0,12,29,16,0,22,25,26,34,25,0,25,26,31,0
16,0,23,26,18,20,14,0,26,17,0,17,16,12,29,0,12,25,15,0,0,23,26,18,20,14,0,26,17,0,17,16,12,29,0,12,25,15,0,27
20,25,12,31,20,26,25,1,0,26,32,29,0,23,12,25,18,32,12,18,25,12,31,20,26,25,1,0,26,32,29,0,23,12,25,18,32,12,18,16
19,16,29,16,0,13,16,14,12,32,30,16,0,19,16,0,13,16,23,20,16,29,16,0,13,16,14,12,32,30,16,0,19,16,0,13,16,23,20,16
26,29,15,30,0,14,12,25,25,26,31,0,18,20,33,16,0,33,26,20,29,15,30,0,14,12,25,25,26,31,0,18,20,33,16,0,33,26,20,14
0,13,36,0,26,32,29,0,14,12,27,12,14,20,31,36,0,31,26,0,13,36,0,26,32,29,0,14,12,27,12,14,20,31,36,0,31,26,0,15
12,27,27,20,25,16,30,30,2,0,29,16,12,23,20,37,20,25,18,0,27,27,20,25,16,30,30,2,0,29,16,12,23,20,37,20,25,18,0,31
16,0,27,12,29,31,0,26,17,0,12,0,30,20,25,18,23,16,0,19,0,27,12,29,31,0,26,17,0,12,0,30,20,25,18,23,16,0,19,32
20,14,31,30,0,12,17,31,16,29,0,31,19,16,36,0,19,12,33,16,14,31,30,0,12,17,31,16,29,0,31,19,16,36,0,19,12,33,16,0
13,16,18,12,25,0,34,20,31,19,0,30,20,24,27,23,16,0,34,26,16,18,12,25,0,34,20,31,19,0,30,20,24,27,23,16,0,34,26,29
31,16,15,2,0,34,16,0,30,16,16,0,31,19,16,30,16,0,30,31,16,15,2,0,34,16,0,30,16,16,0,31,19,16,30,16,0,30,31,26
29,36,0,31,19,20,25,18,30,0,12,23,30,26,0,18,20,33,16,0,36,0,31,19,20,25,18,30,0,12,23,30,26,0,18,20,33,16,0,32
26,24,17,26,29,31,20,25,18,0,16,24,13,29,12,14,16,0,26,17,24,17,26,29,31,20,25,18,0,16,24,13,29,12,14,16,0,26,17,0
12,31,20,26,25,30,0,25,26,31,0,13,36,0,26,32,29,0,14,12,31,20,26,25,30,0,25,26,31,0,13,36,0,26,32,29,0,14,12,27
19,26,0,30,26,32,18,19,31,0,26,32,31,0,17,12,24,20,23,20,26,0,30,26,32,18,19,31,0,26,32,31,0,17,12,24,20,23,20,16
14,31,32,29,16,0,20,25,25,26,14,16,25,31,30,0,19,12,33,16,31,32,29,16,0,20,25,25,26,14,16,25,31,30,0,19,12,33,16,0
16,29,12,31,20,26,25,2,0,12,25,0,20,25,31,16,29,25,12,31,29,12,31,20,26,25,2,0,12,25,0,20,25,31,16,29,25,12,31,20
30,0,34,12,29,0,20,31,30,16,23,17,10,0,31,19,16,0,24,12,0,34,12,29,0,20,31,30,16,23,17,10,0,31,19,16,0,24,12,25
24,16,0,27,29,16,14,20,26,32,30,0,24,26,24,16,25,31,30,0,16,0,27,29,16,14,20,26,32,30,0,24,26,24,16,25,31,30,0,31
1,0,20,0,31,19,20,25,22,2,0,31,19,16,36,0,15,26,0,25,0,20,0,31,19,20,25,22,2,0,31,19,16,36,0,15,26,0,25,26
30,0,12,0,14,12,32,30,16,0,17,26,29,0,27,16,12,14,16,17,0,12,0,14,12,32,30,16,0,17,26,29,0,27,16,12,14,16,17,32
30,31,29,26,36,16,15,0,12,0,14,20,31,36,0,12,25,15,0,15,31,29,26,36,16,15,0,12,0,14,20,31,36,0,12,25,15,0,15,16
20,31,2,0,34,19,16,25,0,31,19,16,0,14,19,26,20,14,16,30,31,2,0,34,19,16,25,0,31,19,16,0,14,19,26,20,14,16,30,0
19,12,31,0,31,16,29,29,20,13,23,16,0,34,12,29,1,0,12,25,12,31,0,31,16,29,29,20,13,23,16,0,34,12,29,1,0,12,25,15
19,32,25,18,16,29,0,17,26,29,0,18,26,23,15,1,0,14,26,24,32,25,18,16,29,0,17,26,29,0,18,26,23,15,1,0,14,26,24,27
16,0,30,14,12,23,16,2,0,34,16,0,24,32,30,31,0,14,19,12,0,30,14,12,23,16,2,0,34,16,0,24,32,30,31,0,14,19,12,25
24,16,25,1,0,14,19,20,23,15,29,16,25,1,0,25,26,0,15,20,16,25,1,0,14,19,20,23,15,29,16,25,1,0,25,26,0,15,20,17
16,30,1,0,12,25,0,26,23,15,0,27,12,31,31,16,29,25,0,12,30,1,0,12,25,0,26,23,15,0,27,12,31,31,16,29,25,0,12,24
30,0,29,16,17,23,16,14,31,0,31,19,20,30,0,30,20,24,27,23,0,29,16,17,23,16,14,31,0,31,19,20,30,0,30,20,24,27,23,16
14,20,31,36,0,31,26,0,15,26,0,16,33,20,23,1,0,30,26,0,20,31,36,0,31,26,0,15,26,0,16,33,20,23,1,0,30,26,0,25
0,16,25,15,0,14,26,25,17,23,20,14,31,30,0,12,17,31,16,29,16,25,15,0,14,26,25,17,23,20,14,31,30,0,12,17,31,16,29,0
14,12,32,30,16,0,17,26,29,0,27,16,12,14,16,17,32,23,0,14,12,32,30,16,0,17,26,29,0,27,16,12,14,16,17,32,23,0,14,26
0,29,16,27,16,12,31,0,31,19,16,0,24,20,30,31,12,22,16,30,29,16,27,16,12,31,0,31,19,16,0,24,20,30,31,12,22,16,30,0
17,0,22,26,29,16,12,25,30,0,12,25,15,0,12,0,15,26,37,16,0,22,26,29,16,12,25,30,0,12,25,15,0,12,0,15,26,37,16,25
19,16,0,24,26,15,16,29,25,0,12,18,16,0,31,16,12,14,19,0,16,0,24,26,15,16,29,25,0,12,18,16,0,31,16,12,14,19,0,32
26,29,23,15,0,31,26,15,12,36,0,19,26,34,0,16,33,16,25,0,29,23,15,0,31,26,15,12,36,0,19,26,34,0,16,33,16,25,0,31
0,16,17,17,26,29,31,0,14,12,25,0,29,26,23,23,0,13,12,14,16,17,17,26,29,31,0,14,12,25,0,29,26,23,23,0,13,12,14,22
29,18,26,31,31,16,25,0,13,36,0,31,20,24,16,2,0,31,19,16,18,26,31,31,16,25,0,13,36,0,31,20,24,16,2,0,31,19,16,0
0,31,19,16,20,29,0,17,12,20,31,19,0,19,12,30,0,12,0,23,31,19,16,20,29,0,17,12,20,31,19,0,19,12,30,0,12,0,23,20
2,0,20,31,0,20,30,0,12,25,0,20,15,16,12,23,0,31,26,0,0,20,31,0,20,30,0,12,25,0,20,15,16,12,23,0,31,26,0,13
22,16,23,36,0,12,25,15,0,14,29,32,16,23,31,36,0,23,16,30,16,23,36,0,12,25,15,0,14,29,32,16,23,31,36,0,23,16,30,30
0,31,19,16,20,29,0,23,26,30,30,0,34,12,30,0,16,28,32,12,31,19,16,20,29,0,23,26,30,30,0,34,12,30,0,16,28,32,12,23
20,16,30,0,12,25,15,0,34,20,31,19,26,32,31,0,25,16,34,0,16,30,0,12,25,15,0,34,20,31,19,26,32,31,0,25,16,34,0,14
30,14,20,16,25,14,16,0,12,23,23,26,34,30,0,32,30,0,31,26,14,20,16,25,14,16,0,12,23,23,26,34,30,0,32,30,0,31,26,0
31,12,31,16,30,0,12,25,15,0,21,12,27,12,25,0,17,26,29,18,12,31,16,30,0,12,25,15,0,21,12,27,12,25,0,17,26,29,18,16
16,31,0,31,19,16,0,34,12,29,0,18,29,16,34,0,26,32,31,0,31,0,31,19,16,0,34,12,29,0,18,29,16,34,0,26,32,31,0,26
29,16,15,0,17,29,26,24,0,13,16,23,20,16,33,16,29,30,0,34,16,15,0,17,29,26,24,0,13,16,23,20,16,33,16,29,30,0,34,19
31,26,0,24,12,22,16,0,13,23,12,15,16,30,0,17,29,26,24,0,26,0,24,12,22,16,0,13,23,12,15,16,30,0,17,29,26,24,0,17
32,30,0,24,26,24,16,25,31,30,0,31,26,26,22,0,27,23,12,14,30,0,24,26,24,16,25,31,30,0,31,26,26,22,0,27,23,12,14,16
32,25,23,16,12,30,19,16,15,0,20,25,0,31,19,16,0,25,26,31,25,23,16,12,30,19,16,15,0,20,25,0,31,19,16,0,25,26,31,0
14,19,29,26,25,20,14,23,16,0,31,19,20,30,0,34,12,29,1,0,19,29,26,25,20,14,23,16,0,31,19,20,30,0,34,12,29,1,0,24
30,0,27,23,12,14,16,1,0,31,26,0,19,20,29,26,30,19,20,24,0,27,23,12,14,16,1,0,31,26,0,19,20,29,26,30,19,20,24,12
16,0,12,29,16,0,24,12,25,36,0,30,20,31,16,30,0,12,29,26,0,12,29,16,0,24,12,25,36,0,30,20,31,16,30,0,12,29,26,32
25,0,17,12,29,0,24,26,29,16,0,17,26,29,0,26,32,29,0,27,0,17,12,29,0,24,26,29,16,0,17,26,29,0,26,32,29,0,27,16
0,18,20,33,16,0,33,26,20,14,16,0,31,26,0,30,32,14,19,0,18,20,33,16,0,33,26,20,14,16,0,31,26,0,30,32,14,19,0,30
31,20,26,25,0,31,19,12,31,0,23,16,15,0,31,26,0,31,19,16,20,26,25,0,31,19,12,31,0,23,16,15,0,31,26,0,31,19,16,0
0,12,25,15,0,13,12,29,29,16,23,0,13,26,24,13,30,0,14,12,12,25,15,0,13,12,29,29,16,23,0,13,26,24,13,30,0,14,12,25
16,36,0,19,12,33,16,0,13,16,18,32,25,10,0,31,26,0,30,16,36,0,19,12,33,16,0,13,16,18,32,25,10,0,31,26,0,30,16,16
31,19,12,31,0,17,12,31,16,17,32,23,0,15,12,36,0,34,16,0,19,12,31,0,17,12,31,16,17,32,23,0,15,12,36,0,34,16,0,19
16,29,30,20,30,31,16,25,31,0,16,17,17,26,29,31,0,14,12,25,29,30,20,30,31,16,25,31,0,16,17,17,26,29,31,0,14,12,25,0
31,16,30,0,12,29,26,32,25,15,0,31,19,16,0,34,26,29,23,15,16,30,0,12,29,26,32,25,15,0,31,19,16,0,34,26,29,23,15,0
30,16,15,0,27,16,26,27,23,16,30,0,12,25,15,0,25,12,31,20,16,15,0,27,16,26,27,23,16,30,0,12,25,15,0,25,12,31,20,26
2,0,26,32,29,0,16,12,29,23,36,0,12,25,14,16,30,31,26,29,0,26,32,29,0,16,12,29,23,36,0,12,25,14,16,30,31,26,29,30
16,25,0,13,16,16,25,0,32,30,16,15,0,31,26,0,26,27,27,29,25,0,13,16,16,25,0,32,30,16,15,0,31,26,0,26,27,27,29,16
14,19,16,30,0,31,19,20,30,0,31,29,32,31,19,2,0,31,16,14,19,16,30,0,31,19,20,30,0,31,29,32,31,19,2,0,31,16,14,19
20,23,16,25,31,0,14,29,36,2,0,34,16,0,29,16,24,16,24,13,23,16,25,31,0,14,29,36,2,0,34,16,0,29,16,24,16,24,13,16
19,20,30,31,26,29,36,0,26,17,0,14,20,33,20,23,20,37,12,31,20,30,31,26,29,36,0,26,17,0,14,20,33,20,23,20,37,12,31,20
12,29,25,16,15,0,31,26,0,24,12,22,16,0,13,23,12,15,16,30,29,25,16,15,0,31,26,0,24,12,22,16,0,13,23,12,15,16,30,0
14,12,27,12,14,20,31,36,0,31,26,0,15,16,30,31,29,26,36,0,12,27,12,14,20,31,36,0,31,26,0,15,16,30,31,29,26,36,0,13
17,0,30,14,20,16,25,14,16,0,13,16,0,17,26,14,32,30,16,15,0,30,14,20,16,25,14,16,0,13,16,0,17,26,14,32,30,16,15,0
35,31,16,25,15,30,0,12,14,29,26,30,30,0,14,26,25,31,20,25,31,16,25,15,30,0,12,14,29,26,30,30,0,14,26,25,31,20,25,16
0,31,19,16,0,30,27,29,16,12,15,0,31,26,0,25,16,34,0,25,31,19,16,0,30,27,29,16,12,15,0,31,26,0,25,16,34,0,25,12
31,0,12,23,23,26,34,30,0,32,30,0,31,26,0,14,19,12,25,18,0,12,23,23,26,34,30,0,32,30,0,31,26,0,14,19,12,25,18,16
26,17,0,34,12,29,0,31,19,12,31,0,30,16,31,30,0,19,20,29,17,0,34,12,29,0,31,19,12,31,0,30,16,31,30,0,19,20,29,26
20,13,16,29,12,31,16,15,1,0,12,25,15,0,12,31,0,16,12,14,13,16,29,12,31,16,15,1,0,12,25,15,0,12,31,0,16,12,14,19
0,14,19,20,23,15,29,16,25,0,12,0,15,20,17,17,16,29,16,25,14,19,20,23,15,29,16,25,0,12,0,15,20,17,17,16,29,16,25,31
16,15,1,0,18,12,30,30,16,15,0,31,26,0,15,16,12,31,19,2,15,1,0,18,12,30,30,16,15,0,31,26,0,15,16,12,31,19,2,0
0,19,12,33,20,25,18,0,23,16,12,29,25,16,15,0,31,26,0,24,19,12,33,20,25,18,0,23,16,12,29,25,16,15,0,31,26,0,24,12
0,33,20,26,23,16,25,14,16,0,26,25,0,12,0,31,16,29,29,20,33,20,26,23,16,25,14,16,0,26,25,0,12,0,31,16,29,29,20,13
25,18,30,0,12,25,15,0,22,25,26,34,0,31,19,12,31,0,31,19,18,30,0,12,25,15,0,22,25,26,34,0,31,19,12,31,0,31,19,26
0,26,25,0,16,33,16,29,36,0,14,26,25,31,20,25,16,25,31,0,26,25,0,16,33,16,29,36,0,14,26,25,31,20,25,16,25,31,0,31
30,12,24,16,0,30,31,26,29,20,16,30,0,19,12,33,16,0,30,26,12,24,16,0,30,31,26,29,20,16,30,0,19,12,33,16,0,30,26,0
0,12,25,15,0,32,23,31,20,24,12,31,16,23,36,0,16,23,20,24,12,25,15,0,32,23,31,20,24,12,31,16,23,36,0,16,23,20,24,20
23,0,18,26,0,31,19,29,26,32,18,19,0,31,19,16,20,29,0,15,0,18,26,0,31,19,29,26,32,18,19,0,31,19,16,20,29,0,15,12
36,0,31,19,16,0,33,26,20,14,16,30,0,26,17,0,31,19,16,0,0,31,19,16,0,33,26,20,14,16,30,0,26,17,0,31,19,16,0,19
32,15,16,30,31,0,29,20,17,23,16,30,0,12,25,15,0,13,12,29,15,16,30,31,0,29,20,17,23,16,30,0,12,25,15,0,13,12,29,29
16,0,26,32,29,30,16,23,33,16,30,0,31,26,0,17,16,16,23,0,0,26,32,29,30,16,23,33,16,30,0,31,26,0,17,16,16,23,0,31
34,20,31,19,0,13,26,25,15,30,0,26,17,0,14,26,24,24,16,29,20,31,19,0,13,26,25,15,30,0,26,17,0,14,26,24,24,16,29,14
14,23,12,20,24,16,15,0,31,19,16,20,29,0,17,12,20,31,19,0,23,12,20,24,16,15,0,31,19,16,20,29,0,17,12,20,31,19,0,19
16,15,1,0,13,26,24,13,16,15,1,0,21,12,20,23,16,15,1,0,15,1,0,13,26,24,13,16,15,1,0,21,12,20,23,16,15,1,0,30
32,31,0,26,17,0,31,19,16,0,30,12,24,16,0,13,12,30,16,0,31,0,26,17,0,31,19,16,0,30,12,24,16,0,13,12,30,16,0,20
25,12,13,23,16,0,29,20,18,19,31,30,1,0,20,25,14,23,32,15,12,13,23,16,0,29,20,18,19,31,30,1,0,20,25,14,23,32,15,20
0,31,19,20,25,22,0,26,17,0,31,19,26,30,16,0,31,19,20,25,31,19,20,25,22,0,26,17,0,31,19,26,30,16,0,31,19,20,25,18
16,25,30,16,0,31,26,0,22,20,23,23,2,0,25,12,31,20,26,25,25,30,16,0,31,26,0,22,20,23,23,2,0,25,12,31,20,26,25,30
26,0,16,33,16,29,36,0,14,19,20,23,15,2,0,31,19,12,31,0,0,16,33,16,29,36,0,14,19,20,23,15,2,0,31,19,12,31,0,20
18,0,31,19,16,0,34,16,12,23,31,19,20,16,30,31,0,12,25,15,0,31,19,16,0,34,16,12,23,31,19,20,16,30,31,0,12,25,15,0
26,32,29,0,14,26,25,25,16,14,31,20,26,25,0,31,26,0,26,25,32,29,0,14,26,25,25,16,14,31,20,26,25,0,31,26,0,26,25,16
0,12,13,26,33,16,0,31,19,16,0,14,23,26,32,15,30,1,0,31,12,13,26,33,16,0,31,19,16,0,14,23,26,32,15,30,1,0,31,26
24,12,29,22,30,0,32,30,0,12,30,0,12,0,30,27,16,14,20,16,12,29,22,30,0,32,30,0,12,30,0,12,0,30,27,16,14,20,16,30
19,16,0,30,27,12,25,0,26,17,0,12,0,17,16,34,0,36,16,12,16,0,30,27,12,25,0,26,17,0,12,0,17,16,34,0,36,16,12,29
29,16,15,0,29,16,30,27,26,25,30,20,13,20,23,20,31,36,0,31,16,15,0,29,16,30,27,26,25,30,20,13,20,23,20,31,36,0,31,26
16,30,0,31,26,0,20,24,12,18,20,25,16,0,31,19,16,0,24,26,30,0,31,26,0,20,24,12,18,20,25,16,0,31,19,16,0,24,26,24
36,0,31,26,0,15,16,30,31,29,26,36,0,13,32,31,0,13,36,0,0,31,26,0,15,16,30,31,29,26,36,0,13,32,31,0,13,36,0,34
12,14,31,0,26,17,0,12,18,18,29,16,30,30,20,26,25,0,13,16,14,31,0,26,17,0,12,18,18,29,16,30,30,20,26,25,0,13,16,31
0,23,20,30,31,16,25,0,31,26,0,12,0,30,20,23,16,25,31,0,23,20,30,31,16,25,0,31,26,0,12,0,30,20,23,16,25,31,0,14
