x__0,x__1,x__2,x__3,x__4,x__5,x__6,x__7,x__8,x__9,x__10,x__11,x__12,x__13,x__14,x__15,x__16,x__17,x__18,x__19,y__0,y__1,y__2,y__3,y__4,y__5,y__6,y__7,y__8,y__9,y__10,y__11,y__12,y__13,y__14,y__15,y__16,y__17,y__18,y__19
111,40,297,187,36,85,126,110,86,73,113,10,635,9,65,53,21,29,675,2,40,297,187,36,85,126,110,86,73,113,10,635,9,65,53,21,29,675,2,342
25,69,675,36,23,9,62,161,68,59,32,35,57,27,42,195,632,42,105,72,69,675,36,23,9,62,161,68,59,32,35,57,27,42,195,632,42,105,72,76
29,675,649,479,440,157,263,518,457,152,344,534,238,543,36,178,13,285,357,10,675,649,479,440,157,263,518,457,152,344,534,238,543,36,178,13,285,357,10,270
483,36,23,675,297,187,40,277,437,357,10,39,26,349,563,9,37,570,7,44,36,23,675,297,187,40,277,437,357,10,39,26,349,563,9,37,570,7,44,674
549,195,42,338,19,68,583,56,674,392,7,238,32,35,478,11,35,13,30,19,195,42,338,19,68,583,56,674,392,7,238,32,35,478,11,35,13,30,19,5
56,64,177,241,10,4,63,53,23,675,517,678,40,427,145,279,297,183,297,541,64,177,241,10,4,63,53,23,675,517,678,40,427,145,279,297,183,297,541,42
37,4,9,62,19,53,39,357,315,199,10,439,559,21,35,5,53,23,675,427,4,9,62,19,53,39,357,315,199,10,439,559,21,35,5,53,23,675,427,145
493,372,68,531,306,40,8,46,59,9,19,39,5,37,5,6,169,577,10,243,372,68,531,306,40,8,46,59,9,19,39,5,37,5,6,169,577,10,243,53
205,42,271,3,68,604,7,53,25,69,675,147,326,331,40,550,32,35,43,677,42,271,3,68,604,7,53,25,69,675,147,326,331,40,550,32,35,43,677,684
32,21,35,285,57,481,42,61,6,40,47,64,53,5,29,5,37,9,674,338,21,35,285,57,481,42,61,6,40,47,64,53,5,29,5,37,9,674,338,541
674,336,203,279,39,38,42,262,400,259,512,279,219,297,630,10,136,69,36,5,336,203,279,39,38,42,262,400,259,512,279,219,297,630,10,136,69,36,5,53
27,65,10,185,444,40,267,67,65,39,5,501,157,10,4,39,29,29,31,68,65,10,185,444,40,267,67,65,39,5,501,157,10,4,39,29,29,31,68,343
414,19,69,57,5,62,32,21,58,5,53,23,675,4,39,29,29,31,43,628,19,69,57,5,62,32,21,58,5,53,23,675,4,39,29,29,31,43,628,378
326,633,37,5,6,42,43,524,56,29,146,10,233,15,232,65,64,57,42,36,633,37,5,6,42,43,524,56,29,146,10,233,15,232,65,64,57,42,36,4
126,78,42,499,510,36,57,89,81,85,117,70,121,95,71,42,499,510,36,57,78,42,499,510,36,57,89,81,85,117,70,121,95,71,42,499,510,36,57,297
297,630,36,679,146,491,42,285,357,395,251,36,21,29,675,27,21,35,285,357,630,36,679,146,491,42,285,357,395,251,36,21,29,675,27,21,35,285,357,297
37,5,6,146,57,277,5,36,23,675,31,60,6,38,385,139,421,636,57,526,5,6,146,57,277,5,36,23,675,31,60,6,38,385,139,421,636,57,526,67
35,341,29,63,203,36,23,675,161,57,374,198,68,233,15,29,13,39,15,65,341,29,63,203,36,23,675,161,57,374,198,68,233,15,29,13,39,15,65,44
15,64,497,68,608,40,33,15,35,57,62,5,29,5,675,279,297,36,297,48,64,497,68,608,40,33,15,35,57,62,5,29,5,675,279,297,36,297,48,167
686,99,108,79,126,59,91,126,110,126,10,39,9,32,29,411,151,40,43,674,99,108,79,126,59,91,126,110,126,10,39,9,32,29,411,151,40,43,674,418
23,675,114,96,71,70,40,663,10,65,35,5,64,674,169,545,260,10,605,63,675,114,96,71,70,40,663,10,65,35,5,64,674,169,545,260,10,605,63,39
39,65,29,42,36,23,675,147,402,427,145,279,297,36,43,674,138,292,42,499,65,29,42,36,23,675,147,402,427,145,279,297,36,43,674,138,292,42,499,510
9,36,23,675,21,9,21,674,17,42,396,220,326,636,42,402,423,42,101,76,36,23,675,21,9,21,674,17,42,396,220,326,636,42,402,423,42,101,76,121
516,141,68,217,31,378,5,35,17,42,268,40,426,64,17,37,10,36,11,53,141,68,217,31,378,5,35,17,42,268,40,426,64,17,37,10,36,11,53,21
68,301,401,21,29,37,17,66,674,285,293,297,478,42,183,63,40,13,19,674,301,401,21,29,37,17,66,674,285,293,297,478,42,183,63,40,13,19,674,23
1,37,559,164,23,64,61,6,40,39,63,53,21,29,675,581,341,541,42,685,37,559,164,23,64,61,6,40,39,63,53,21,29,675,581,341,541,42,685,205
357,42,636,40,279,11,39,432,315,10,36,11,35,5,53,23,675,504,29,31,42,636,40,279,11,39,432,315,10,36,11,35,5,53,23,675,504,29,31,42
438,200,68,266,1,37,559,164,23,64,61,6,40,39,63,53,21,29,675,581,200,68,266,1,37,559,164,23,64,61,6,40,39,63,53,21,29,675,581,341
5,36,23,675,114,96,71,70,40,663,10,65,35,5,64,674,169,545,260,10,36,23,675,114,96,71,70,40,663,10,65,35,5,64,674,169,545,260,10,605
42,167,174,37,369,536,42,61,19,43,129,551,21,35,5,64,42,40,674,285,167,174,37,369,536,42,61,19,43,129,551,21,35,5,64,42,40,674,285,357
42,277,396,459,57,27,42,394,456,68,392,383,21,35,11,29,42,36,23,675,277,396,459,57,27,42,394,456,68,392,383,21,35,11,29,42,36,23,675,27
674,22,32,37,668,32,35,5,64,21,9,4,63,53,25,69,675,147,42,285,22,32,37,668,32,35,5,64,21,9,4,63,53,25,69,675,147,42,285,357
40,239,357,365,541,43,5,29,42,686,586,57,588,50,29,17,37,10,39,9,239,357,365,541,43,5,29,42,686,586,57,588,50,29,17,37,10,39,9,32
674,185,490,373,209,57,372,226,13,674,77,99,92,61,63,57,299,5,36,23,185,490,373,209,57,372,226,13,674,77,99,92,61,63,57,299,5,36,23,675
65,53,23,10,674,27,65,43,504,29,31,10,399,21,5,195,632,40,232,63,53,23,10,674,27,65,43,504,29,31,10,399,21,5,195,632,40,232,63,527
666,5,674,17,42,396,294,68,38,6,585,54,568,15,44,61,5,36,21,60,5,674,17,42,396,294,68,38,6,585,54,568,15,44,61,5,36,21,60,6
134,151,144,151,36,23,41,675,147,42,501,157,36,43,101,94,97,40,194,35,151,144,151,36,23,41,675,147,42,501,157,36,43,101,94,97,40,194,35,5
6,31,677,146,674,446,151,534,634,40,43,285,357,43,5,53,25,69,675,17,31,677,146,674,446,151,534,634,40,43,285,357,43,5,53,25,69,675,17,6
45,37,63,4,29,63,40,9,9,64,259,598,596,381,43,326,636,681,676,676,37,63,4,29,63,40,9,9,64,259,598,596,381,43,326,636,681,676,676,130
69,62,9,42,584,404,10,563,64,17,37,68,364,246,21,53,23,675,142,301,62,9,42,584,404,10,563,64,17,37,68,364,246,21,53,23,675,142,301,674
570,5,53,23,675,111,120,120,19,69,42,8,472,19,69,43,674,2,38,6,5,53,23,675,111,120,120,19,69,42,8,472,19,69,43,674,2,38,6,59
9,23,17,37,42,36,11,39,5,285,357,42,658,548,460,282,10,652,323,40,23,17,37,42,36,11,39,5,285,357,42,658,548,460,282,10,652,323,40,277
39,38,36,357,315,199,490,39,560,474,68,23,64,17,37,40,57,81,123,128,38,36,357,315,199,490,39,560,474,68,23,64,17,37,40,57,81,123,128,113
195,42,338,19,68,583,56,674,392,7,238,32,35,478,11,35,13,30,19,5,42,338,19,68,583,56,674,392,7,238,32,35,478,11,35,13,30,19,5,675
21,29,37,17,66,674,285,293,297,478,42,183,63,40,13,19,674,23,39,67,29,37,17,66,674,285,293,297,478,42,183,63,40,13,19,674,23,39,67,31
285,293,297,478,37,461,146,478,40,315,199,10,4,64,17,37,10,198,404,21,293,297,478,37,461,146,478,40,315,199,10,4,64,17,37,10,198,404,21,53
68,364,246,21,53,23,675,142,301,674,237,508,42,96,128,91,10,674,285,293,364,246,21,53,23,675,142,301,674,237,508,42,96,128,91,10,674,285,293,233
279,53,36,3,36,61,5,37,540,7,64,567,42,357,315,199,42,529,428,36,53,36,3,36,61,5,37,540,7,64,567,42,357,315,199,42,529,428,36,23
600,233,600,541,42,111,120,120,127,118,87,106,84,72,19,69,10,402,423,68,233,600,541,42,111,120,120,127,118,87,106,84,72,19,69,10,402,423,68,574
675,529,291,23,64,17,37,674,529,291,21,39,5,17,37,674,53,29,43,650,529,291,23,64,17,37,674,529,291,21,39,5,17,37,674,53,29,43,650,291
29,400,68,343,31,233,15,35,5,64,42,43,674,17,65,53,36,42,89,76,400,68,343,31,233,15,35,5,64,42,43,674,17,65,53,36,42,89,76,121
9,65,35,674,2,290,42,539,68,377,62,39,5,61,6,40,21,35,11,29,65,35,674,2,290,42,539,68,377,62,39,5,61,6,40,21,35,11,29,3
357,57,504,29,31,42,411,151,37,43,626,6,360,54,59,257,651,68,383,32,57,504,29,31,42,411,151,37,43,626,6,360,54,59,257,651,68,383,32,35
24,674,549,195,42,338,19,68,583,56,674,392,7,238,32,35,478,11,35,13,674,549,195,42,338,19,68,583,56,674,392,7,238,32,35,478,11,35,13,30
31,10,147,402,2,10,69,44,32,29,62,267,67,65,64,3,37,356,7,64,10,147,402,2,10,69,44,32,29,62,267,67,65,64,3,37,356,7,64,42
9,65,35,5,39,5,591,30,62,15,36,21,29,675,38,6,21,35,481,43,65,35,5,39,5,591,30,62,15,36,21,29,675,38,6,21,35,481,43,148
29,675,39,9,32,29,9,62,674,163,63,53,21,29,675,285,357,297,43,279,675,39,9,32,29,9,62,674,163,63,53,21,29,675,285,357,297,43,279,297
674,114,91,497,592,37,5,5,53,23,675,27,42,114,91,497,592,68,297,478,114,91,497,592,37,5,5,53,23,675,27,42,114,91,497,592,68,297,478,40
70,73,97,40,39,63,53,21,29,675,423,426,281,292,36,545,182,68,559,6,73,97,40,39,63,53,21,29,675,423,426,281,292,36,545,182,68,559,6,42
29,146,10,549,195,42,8,633,68,233,15,232,64,42,36,4,65,44,674,161,146,10,549,195,42,8,633,68,233,15,232,64,42,36,4,65,44,674,161,42
357,43,341,29,63,203,42,61,6,40,620,63,23,10,63,40,8,311,68,569,43,341,29,63,203,42,61,6,40,620,63,23,10,63,40,8,311,68,569,32
285,293,297,478,68,648,256,36,357,490,40,192,612,21,29,142,154,10,4,63,293,297,478,68,648,256,36,357,490,40,192,612,21,29,142,154,10,4,63,53
285,285,432,315,10,478,53,65,674,97,81,68,23,64,146,37,90,126,68,23,285,432,315,10,478,53,65,674,97,81,68,23,64,146,37,90,126,68,23,64
95,71,107,39,37,17,66,44,9,63,407,21,35,5,64,61,6,40,366,22,71,107,39,37,17,66,44,9,63,407,21,35,5,64,61,6,40,366,22,53
460,674,259,187,42,262,264,587,659,42,568,454,40,637,67,64,458,215,68,83,674,259,187,42,262,264,587,659,42,568,454,40,637,67,64,458,215,68,83,110
636,681,676,676,130,188,37,570,67,65,35,5,53,23,675,17,65,9,62,680,681,676,676,130,188,37,570,67,65,35,5,53,23,675,17,65,9,62,680,326
675,147,42,402,423,43,608,195,501,157,40,39,32,35,21,53,5,53,21,29,147,42,402,423,43,608,195,501,157,40,39,32,35,21,53,5,53,21,29,675
42,293,30,21,3,2,21,60,25,69,285,42,293,30,9,62,3,37,452,68,293,30,21,3,2,21,60,25,69,285,42,293,30,9,62,3,37,452,68,9
630,588,429,529,428,68,185,560,21,29,398,505,494,42,381,341,541,10,674,17,588,429,529,428,68,185,560,21,29,398,505,494,42,381,341,541,10,674,17,69
476,269,297,674,362,267,297,674,645,302,297,39,38,19,53,20,53,39,399,21,269,297,674,362,267,297,674,645,302,297,39,38,19,53,20,53,39,399,21,5
341,29,62,24,674,475,314,521,57,398,521,57,285,293,10,179,158,39,268,238,29,62,24,674,475,314,521,57,398,521,57,285,293,10,179,158,39,268,238,10
36,21,29,675,297,253,40,57,109,126,93,116,128,10,4,63,53,23,675,561,21,29,675,297,253,40,57,109,126,93,116,128,10,4,63,53,23,675,561,617
137,19,69,57,674,666,222,42,395,385,674,299,558,352,647,19,69,57,5,53,19,69,57,674,666,222,42,395,385,674,299,558,352,647,19,69,57,5,53,21
17,42,432,315,43,394,456,10,57,29,62,21,29,57,42,36,23,10,674,259,42,432,315,43,394,456,10,57,29,62,21,29,57,42,36,23,10,674,259,450
167,21,35,51,56,35,13,65,29,9,62,17,27,36,23,675,134,42,137,40,21,35,51,56,35,13,65,29,9,62,17,27,36,23,675,134,42,137,40,43
671,37,159,132,21,53,23,675,17,65,43,259,157,594,251,42,285,357,449,473,37,159,132,21,53,23,675,17,65,43,259,157,594,251,42,285,357,449,473,61
53,21,29,675,17,42,142,154,68,115,96,122,40,21,35,289,632,77,76,122,21,29,675,17,42,142,154,68,115,96,122,40,21,35,289,632,77,76,122,82
479,36,148,142,68,21,35,8,63,674,545,182,156,415,68,232,345,23,64,438,36,148,142,68,21,35,8,63,674,545,182,156,415,68,232,345,23,64,438,200
33,15,35,57,62,5,29,5,675,279,297,36,297,48,167,174,37,43,674,23,15,35,57,62,5,29,5,675,279,297,36,297,48,167,174,37,43,674,23,36
65,68,628,52,6,37,344,66,384,68,384,19,65,64,17,37,10,493,306,490,68,628,52,6,37,344,66,384,68,384,19,65,64,17,37,10,493,306,490,40
233,15,35,5,64,42,43,674,17,65,53,36,42,89,76,121,128,10,341,35,15,35,5,64,42,43,674,17,65,53,36,42,89,76,121,128,10,341,35,43
564,35,602,57,37,35,57,666,5,36,23,21,674,185,490,373,209,57,372,226,35,602,57,37,35,57,666,5,36,23,21,674,185,490,373,209,57,372,226,13
73,113,10,635,9,65,53,21,29,675,2,342,285,43,658,10,361,5,9,62,113,10,635,9,65,53,21,29,675,2,342,285,43,658,10,361,5,9,62,3
36,23,675,21,9,21,674,17,42,396,220,326,636,42,402,423,42,101,76,121,23,675,21,9,21,674,17,42,396,220,326,636,42,402,423,42,101,76,121,109
40,43,23,14,40,73,74,107,434,525,21,35,5,64,36,21,60,6,686,101,43,23,14,40,73,74,107,434,525,21,35,5,64,36,21,60,6,686,101,94
528,664,42,4,64,504,10,589,15,238,5,53,23,675,4,39,29,29,31,43,664,42,4,64,504,10,589,15,238,5,53,23,675,4,39,29,29,31,43,10
674,30,27,6,36,23,675,39,26,481,293,297,478,43,427,279,478,36,4,64,30,27,6,36,23,675,39,26,481,293,297,478,43,427,279,478,36,4,64,17
31,43,674,293,38,57,39,62,586,36,57,383,32,35,5,64,539,68,377,62,43,674,293,38,57,39,62,586,36,57,383,32,35,5,64,539,68,377,62,65
6,146,57,277,5,36,23,675,31,60,6,38,385,139,421,636,57,526,67,63,146,57,277,5,36,23,675,31,60,6,38,385,139,421,636,57,526,67,63,53
65,674,97,81,68,23,64,146,37,90,126,68,23,64,146,40,195,9,65,35,674,97,81,68,23,64,146,37,90,126,68,23,64,146,40,195,9,65,35,11
6,40,39,63,53,21,29,675,581,341,541,42,685,205,152,131,10,545,182,156,40,39,63,53,21,29,675,581,341,541,42,685,205,152,131,10,545,182,156,415
6,297,253,36,23,675,42,31,40,86,74,126,92,128,499,510,37,247,44,65,297,253,36,23,675,42,31,40,86,74,126,92,128,499,510,37,247,44,65,64
35,5,64,9,10,67,9,63,53,23,675,427,279,40,43,147,36,57,427,279,5,64,9,10,67,9,63,53,23,675,427,279,40,43,147,36,57,427,279,285
19,53,39,357,315,199,10,439,559,21,35,5,53,23,675,427,145,279,297,57,53,39,357,315,199,10,439,559,21,35,5,53,23,675,427,145,279,297,57,53
10,545,156,68,679,326,40,21,61,6,37,489,570,21,29,475,480,42,129,33,545,156,68,679,326,40,21,61,6,37,489,570,21,29,475,480,42,129,33,43
642,43,2,427,279,368,513,3,10,252,7,64,325,518,42,475,353,40,231,23,43,2,427,279,368,513,3,10,252,7,64,325,518,42,475,353,40,231,23,64
21,29,675,27,42,37,8,63,674,277,13,42,290,29,31,43,674,293,38,57,29,675,27,42,37,8,63,674,277,13,42,290,29,31,43,674,293,38,57,39
445,182,9,62,679,445,182,53,36,36,674,454,300,490,40,605,63,35,5,39,182,9,62,679,445,182,53,36,36,674,454,300,490,40,605,63,35,5,39,5
216,56,35,5,64,73,71,114,126,88,70,81,85,119,126,101,94,97,125,128,56,35,5,64,73,71,114,126,88,70,81,85,119,126,101,94,97,125,128,81
563,30,10,674,402,423,40,43,470,637,168,36,21,60,6,9,675,2,38,6,30,10,674,402,423,40,43,470,637,168,36,21,60,6,9,675,2,38,6,25
527,54,57,4,63,53,23,675,422,497,68,453,56,35,674,61,27,42,134,483,54,57,4,63,53,23,675,422,497,68,453,56,35,674,61,27,42,134,483,40
675,147,42,285,357,57,504,29,31,42,411,151,37,43,626,6,360,54,59,257,147,42,285,357,57,504,29,31,42,411,151,37,43,626,6,360,54,59,257,651
279,11,5,259,40,39,32,35,21,53,5,53,21,29,675,17,42,432,315,43,11,5,259,40,39,32,35,21,53,5,53,21,29,675,17,42,432,315,43,394
121,109,120,121,88,113,393,653,42,624,506,36,481,285,432,315,30,15,36,39,109,120,121,88,113,393,653,42,624,506,36,481,285,432,315,30,15,36,39,13
23,675,504,10,474,261,679,151,491,475,142,634,68,216,56,35,5,64,73,71,675,504,10,474,261,679,151,491,475,142,634,68,216,56,35,5,64,73,71,114
68,416,11,674,408,326,27,65,68,95,128,111,40,297,187,36,85,126,110,86,416,11,674,408,326,27,65,68,95,128,111,40,297,187,36,85,126,110,86,73
69,39,167,174,36,21,60,6,9,686,365,19,65,64,674,628,44,65,64,674,39,167,174,36,21,60,6,9,686,365,19,65,64,674,628,44,65,64,674,298
42,169,545,371,43,134,483,490,40,564,35,602,57,37,35,57,666,5,36,23,169,545,371,43,134,483,490,40,564,35,602,57,37,35,57,666,5,36,23,21
36,43,4,63,53,25,69,675,2,358,293,43,279,297,53,36,674,290,43,498,43,4,63,53,25,69,675,2,358,293,43,279,297,53,36,674,290,43,498,279
678,680,411,636,24,32,37,129,535,40,624,18,19,39,15,65,44,39,62,39,680,411,636,24,32,37,129,535,40,624,18,19,39,15,65,44,39,62,39,5
10,132,10,64,42,43,662,5,443,56,64,17,37,10,36,11,53,25,69,675,132,10,64,42,43,662,5,443,56,64,17,37,10,36,11,53,25,69,675,17
43,4,63,53,25,69,9,62,674,481,293,297,478,152,131,40,179,503,39,285,4,63,53,25,69,9,62,674,481,293,297,478,152,131,40,179,503,39,285,293
423,36,43,549,195,42,207,68,478,9,23,17,37,42,36,11,39,5,285,357,36,43,549,195,42,207,68,478,9,23,17,37,42,36,11,39,5,285,357,42
675,175,315,174,516,141,40,481,285,199,43,4,63,53,25,69,675,36,23,10,175,315,174,516,141,40,481,285,199,43,4,63,53,25,69,675,36,23,10,674
13,297,253,10,4,63,53,23,675,285,357,297,43,109,126,93,116,128,36,21,297,253,10,4,63,53,23,675,285,357,297,43,109,126,93,116,128,36,21,29
675,54,69,39,161,9,588,50,64,37,11,40,43,23,14,40,73,74,107,434,54,69,39,161,9,588,50,64,37,11,40,43,23,14,40,73,74,107,434,525
64,9,62,36,23,675,27,65,40,309,293,218,501,157,36,43,180,337,10,5,9,62,36,23,675,27,65,40,309,293,218,501,157,36,43,180,337,10,5,53
39,5,45,37,674,10,69,44,66,6,40,57,10,69,44,65,39,5,45,37,5,45,37,674,10,69,44,66,6,40,57,10,69,44,65,39,5,45,37,674
53,25,69,675,534,238,543,285,357,43,481,357,37,239,22,425,154,36,148,142,25,69,675,534,238,543,285,357,43,481,357,37,239,22,425,154,36,148,142,68
147,402,57,533,5,35,5,64,37,43,665,11,36,23,675,17,42,679,418,40,402,57,533,5,35,5,64,37,43,665,11,36,23,675,17,42,679,418,40,427
674,27,65,43,504,29,31,10,399,21,5,195,632,40,232,63,527,69,36,674,27,65,43,504,29,31,10,399,21,5,195,632,40,232,63,527,69,36,674,638
53,23,675,427,145,279,297,57,53,29,674,448,353,39,10,62,27,42,165,42,23,675,427,145,279,297,57,53,29,674,448,353,39,10,62,27,42,165,42,45
23,14,40,73,74,107,434,525,21,35,5,64,36,21,60,6,686,101,94,97,14,40,73,74,107,434,525,21,35,5,64,36,21,60,6,686,101,94,97,131
279,674,347,313,279,674,336,203,279,39,38,42,262,400,259,512,279,219,297,630,674,347,313,279,674,336,203,279,39,38,42,262,400,259,512,279,219,297,630,10
206,575,541,43,674,57,37,57,37,402,423,36,197,42,73,71,114,126,88,107,575,541,43,674,57,37,57,37,402,423,36,197,42,73,71,114,126,88,107,94
69,675,147,42,285,357,57,504,29,31,42,411,151,37,43,626,6,360,54,59,675,147,42,285,357,57,504,29,31,42,411,151,37,43,626,6,360,54,59,257
30,15,656,15,35,420,412,43,129,535,40,624,18,21,35,5,53,23,675,29,15,656,15,35,420,412,43,129,535,40,624,18,21,35,5,53,23,675,29,37
3,36,61,5,37,540,7,64,567,42,357,315,199,42,529,428,36,23,675,417,36,61,5,37,540,7,64,567,42,357,315,199,42,529,428,36,23,675,417,614
44,64,364,442,68,13,22,9,65,64,45,37,29,31,57,5,53,23,675,4,64,364,442,68,13,22,9,65,64,45,37,29,31,57,5,53,23,675,4,39
541,42,285,357,449,473,43,634,421,40,67,29,32,35,2,678,205,42,271,3,42,285,357,449,473,43,634,421,40,67,29,32,35,2,678,205,42,271,3,68
8,11,53,23,10,674,427,145,279,297,43,275,218,37,277,437,357,40,382,9,11,53,23,10,674,427,145,279,297,43,275,218,37,277,437,357,40,382,9,65
267,67,65,39,5,45,37,674,10,69,44,66,6,40,57,10,69,44,65,39,67,65,39,5,45,37,674,10,69,44,66,6,40,57,10,69,44,65,39,5
289,632,77,76,122,82,19,69,37,5,6,163,303,10,2,342,285,43,658,10,632,77,76,122,82,19,69,37,5,6,163,303,10,2,342,285,43,658,10,361
624,506,36,481,285,432,315,30,15,36,39,13,674,285,285,432,315,10,478,53,506,36,481,285,432,315,30,15,36,39,13,674,285,285,432,315,10,478,53,65
5,39,5,42,43,676,445,182,169,545,674,488,182,169,545,674,333,634,169,545,39,5,42,43,676,445,182,169,545,674,488,182,169,545,674,333,634,169,545,674
13,674,27,6,5,6,45,37,46,37,68,209,15,64,29,56,40,164,32,35,674,27,6,5,6,45,37,46,37,68,209,15,64,29,56,40,164,32,35,13
564,62,65,35,5,64,9,10,67,9,63,53,23,675,427,279,40,43,147,36,62,65,35,5,64,9,10,67,9,63,53,23,675,427,279,40,43,147,36,57
17,42,163,250,68,585,56,44,674,427,279,42,481,293,297,478,10,501,157,9,42,163,250,68,585,56,44,674,427,279,42,481,293,297,478,10,501,157,9,62
241,10,4,63,53,23,675,517,678,40,427,145,279,297,183,297,541,42,285,357,10,4,63,53,23,675,517,678,40,427,145,279,297,183,297,541,42,285,357,449
60,6,9,675,149,279,297,37,42,238,82,126,672,238,239,82,126,105,673,36,6,9,675,149,279,297,37,42,238,82,126,672,238,239,82,126,105,673,36,427
39,5,674,37,5,6,543,268,42,285,357,40,43,674,27,6,5,6,634,411,5,674,37,5,6,543,268,42,285,357,40,43,674,27,6,5,6,634,411,636
21,29,675,411,151,42,275,218,10,27,65,68,453,56,29,9,62,36,23,675,29,675,411,151,42,275,218,10,27,65,68,453,56,29,9,62,36,23,675,570
17,42,279,297,686,3,37,572,9,65,29,62,674,2,427,145,674,42,674,279,42,279,297,686,3,37,572,9,65,29,62,674,2,427,145,674,42,674,279,297
381,341,36,11,64,182,514,42,396,57,277,13,674,319,419,23,65,44,449,610,341,36,11,64,182,514,42,396,57,277,13,674,319,419,23,65,44,449,610,490
675,27,21,35,504,68,511,11,215,9,21,35,11,29,42,43,674,4,13,17,27,21,35,504,68,511,11,215,9,21,35,11,29,42,43,674,4,13,17,37
683,411,59,684,411,53,36,293,166,68,656,9,32,35,5,64,37,17,66,43,411,59,684,411,53,36,293,166,68,656,9,32,35,5,64,37,17,66,43,165
37,674,53,29,43,650,291,23,64,17,37,674,38,65,57,549,480,40,628,50,674,53,29,43,650,291,23,64,17,37,674,38,65,57,549,480,40,628,50,64
9,62,285,293,43,674,549,195,10,369,536,10,5,5,17,37,59,674,427,279,62,285,293,43,674,549,195,10,369,536,10,5,5,17,37,59,674,427,279,478
25,69,36,21,29,675,147,42,285,357,10,638,5,400,68,67,9,62,39,5,69,36,21,29,675,147,42,285,357,10,638,5,400,68,67,9,62,39,5,37
675,423,426,281,292,36,545,182,68,559,6,42,10,341,471,36,23,9,62,674,423,426,281,292,36,545,182,68,559,6,42,10,341,471,36,23,9,62,674,281
660,43,677,675,676,679,674,325,263,61,63,43,159,5,36,23,10,677,675,676,43,677,675,676,679,674,325,263,61,63,43,159,5,36,23,10,677,675,676,61
63,10,381,341,36,11,64,182,514,42,396,57,309,39,13,674,82,87,97,10,10,381,341,36,11,64,182,514,42,396,57,309,39,13,674,82,87,97,10,666
57,410,636,30,15,656,15,35,420,412,43,129,535,40,624,18,21,35,5,53,410,636,30,15,656,15,35,420,412,43,129,535,40,624,18,21,35,5,53,23
64,481,293,83,128,81,122,10,4,64,37,542,11,53,21,29,675,67,29,21,481,293,83,128,81,122,10,4,64,37,542,11,53,21,29,675,67,29,21,10
21,35,285,57,481,42,61,6,40,47,64,53,5,29,5,37,9,674,338,541,35,285,57,481,42,61,6,40,47,64,53,5,29,5,37,9,674,338,541,10
21,35,8,63,674,545,182,156,415,68,232,345,23,64,438,200,10,4,63,53,35,8,63,674,545,182,156,415,68,232,345,23,64,438,200,10,4,63,53,25
21,39,13,35,57,61,5,628,379,544,42,45,37,33,40,39,63,53,21,29,39,13,35,57,61,5,628,379,544,42,45,37,33,40,39,63,53,21,29,675
64,42,686,138,292,32,35,39,4,40,674,161,23,64,146,686,99,108,79,126,42,686,138,292,32,35,39,4,40,674,161,23,64,146,686,99,108,79,126,59
38,17,42,279,297,686,3,37,572,9,65,29,62,674,2,427,145,674,42,674,17,42,279,297,686,3,37,572,9,65,29,62,674,2,427,145,674,42,674,279
29,45,37,29,31,10,5,53,23,675,10,69,44,64,203,9,62,674,2,21,45,37,29,31,10,5,53,23,675,10,69,44,64,203,9,62,674,2,21,60
62,285,293,43,674,549,195,10,369,536,10,5,5,17,37,59,674,427,279,478,285,293,43,674,549,195,10,369,536,10,5,5,17,37,59,674,427,279,478,36
42,628,379,68,615,62,65,674,285,357,42,636,40,279,11,39,432,315,10,36,628,379,68,615,62,65,674,285,357,42,636,40,279,11,39,432,315,10,36,11
639,42,278,683,411,59,684,411,53,36,293,166,68,656,9,32,35,5,64,37,42,278,683,411,59,684,411,53,36,293,166,68,656,9,32,35,5,64,37,17
62,65,35,5,64,9,10,67,9,63,53,23,675,427,279,40,43,147,36,57,65,35,5,64,9,10,67,9,63,53,23,675,427,279,40,43,147,36,57,427
649,479,42,212,178,317,268,40,375,16,613,53,65,64,553,5,285,357,57,5,479,42,212,178,317,268,40,375,16,613,53,65,64,553,5,285,357,57,5,53
128,113,10,33,13,61,6,40,39,63,53,21,29,675,417,614,36,43,281,10,113,10,33,13,61,6,40,39,63,53,21,29,675,417,614,36,43,281,10,545
479,42,212,178,317,268,40,375,16,613,53,65,64,553,5,285,357,57,5,53,42,212,178,317,268,40,375,16,613,53,65,64,553,5,285,357,57,5,53,23
169,545,674,27,65,37,278,636,169,545,36,23,675,169,545,371,10,605,63,39,545,674,27,65,37,278,636,169,545,36,23,675,169,545,371,10,605,63,39,5
37,40,39,63,462,276,40,426,35,5,64,285,357,57,277,5,37,356,5,53,40,39,63,462,276,40,426,35,5,64,285,357,57,277,5,37,356,5,53,23
10,309,39,5,475,480,43,212,178,425,154,10,361,23,12,64,9,62,36,23,309,39,5,475,480,43,212,178,425,154,10,361,23,12,64,9,62,36,23,675
297,253,43,17,42,134,40,4,63,53,25,69,36,21,29,675,39,9,32,29,253,43,17,42,134,40,4,63,53,25,69,36,21,29,675,39,9,32,29,9
43,481,357,37,239,22,425,154,36,148,142,68,21,39,15,65,44,39,63,53,481,357,37,239,22,425,154,36,148,142,68,21,39,15,65,44,39,63,53,25
259,219,297,630,588,429,529,428,68,185,560,21,29,398,505,494,42,381,341,541,219,297,630,588,429,529,428,68,185,560,21,29,398,505,494,42,381,341,541,10
